lot_id,lot_number,auction_id,auction_title,auction_date,auction_location,sale_type,artist_name,artist_birth_year,artist_death_year,title,medium_raw,medium_category,height_cm,width_cm,year_created,is_signed,is_dated,provenance_text,provenance_count,literature_text,literature_count,exhibited_text,exhibition_count,estimate_low_usd,estimate_high_usd,estimate_currency,hammer_price_usd,hammer_currency,is_sold,is_withdrawn,image_url,lot_url
bonhams_30553_8,8,bonhams_30553,Modern and Contemporary South Asian Art,2025-06-04,London,live,Senaka Senanayake,1951.0,,Untitled (Fisherman),"oil on canvas, framed",oil_on_canvas,74.6,108.8,1977.0,True,True,"Property from a private collection, UK.
Note: The work has been authenticated by the artist.
This present lot offers a vibrant portrayal of Sri Lankan fishermen at sea, set within a dynamic seascape animated by the artist's signature use of flowing and rhythmic forms. In Untitled (Fishermen), Senanayake not only conveys the physicality of the fishermen's labour but also evokes a lyrical relationship with the sea - both as a lived environment and a symbolic space.",3,,0,,0,31500.0,44100.0,GBP,35280.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2025-04/03/25634241-2-1.jpg,https://www.bonhams.com/auction/30553/lot/8/
bonhams_30553_9,9,bonhams_30553,Modern and Contemporary South Asian Art,2025-06-04,London,live,B. Prabha,1933.0,2001.0,Untitled (Houses),"oil on canvas, framed",oil_on_canvas,63.2,183.0,1964.0,True,True,"Property from a private collection, UK.
Acquired from the artist;
Thence by descent.
Prabha is celebrated for her evocative portrayals of rural Indian women, often depicted with graceful, elongated forms and contemplative expressions. Although she is best known for these elegant figures, her work also addresses a variety of themes, including landscapes, drought, poverty, and displacement. Each canvas is typically defined by a dominant colour, which adds a meditative depth and enhances the emotional tone of her subjects.
Raised in the small village of Bela, near Nagpur, Prabha developed a deep connection to the lives of rural women, which became a recurring theme in her art. Her paintings capture not only their beauty but also their resilience and hardships. As she once expressed, 'I want to paint the grief and hardships of my people.'
This present work, , however, is a departure from her usual subjects. Rather than focusing on women, Prabha presents a stark landscape with simple huts set against a muted, grey background. The thick brushstrokes and subdued colour palette create a sense of isolation, capturing the quiet beauty and hardships of rural life without directly portraying the human figures that usually animate her work.
Through her work, Prabha held up a mirror to society, highlighting themes of identity, gender equality, and, above all, the complexities of rural life. This landscape illustrates her versatility and her commitment to documenting the spirit of rural India. It offers a more abstract, yet equally poignant, take on the themes that define her body of work.
READ MORE",8,,0,,0,44100.0,63000.0,GBP,56700.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2025-05/16/25637042-8-1.jpg,https://www.bonhams.com/auction/30553/lot/9/
bonhams_30553_10,10,bonhams_30553,Modern and Contemporary South Asian Art,2025-06-04,London,live,Jeram Patel,1930.0,2016.0,Untitled,"acrylic on canvas, framed",acrylic_on_canvas,75.2,91.0,,False,False,"Property from a private collection, India.
Patel was one of India's most radical and pioneering abstract artists, whose bold, minimalist aesthetic challenged traditional notions of Indian art in the post-independence era. Born in the small town of Sojitra in Gujarat, Patel studied drawing and painting at Sir J. J. School of Art in Mumbai (1950-55), and later pursued typography and publicity design at the Central School of Arts and Crafts in London (1957-59). This dual education, rooted in both Indian and international modernist traditions shaped his distinct artistic vision.
Patel rose to prominence in the 1960s as a founding member of Group 1890, an avant-garde collective of artists that rejected the narrative and decorative modes then prevalent in Indian modern art. He became known for his intense engagement with abstraction, not as a stylistic choice, but as a philosophical and material investigation. In particular, his black-on-white paintings, created using acrylics and sometimes blowtorches on plywood, became his signature mode of expression. These stark compositions, often featuring dense black forms - irregular, explosive, or quietly meditative emerged from his fascination with the metaphysical and the elemental.
In these works such as , black is never merely a colour; it is an event, a gesture, a force. Against a white background, his black forms pulse with ambiguity and energy. They refuse figurative interpretation, instead evoking psychological and spatial depth. Patel's abstractions are intensely personal, often described as visual manifestations of silence, emptiness, and inward tension. His paintings challenge viewers to abandon narrative and enter a space of raw experience. The black form becomes a vehicle for introspection, challenging the viewer to confront the power of absence, silence, and the unnameable. With no discernible narrative or representational reference, Patel shifts the focus inward, privileging sensation over story, and presence over ",5,,0,,0,22680.0,30240.0,GBP,,,False,False,https://img1.bonhams.com/image?src=Images/live/2025-05/09/25689783-1-2.jpg,https://www.bonhams.com/auction/30553/lot/10/
bonhams_30527_1,1,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Dia Al-Azzawi,,,Homage To Baghdad,screenprint in colours on wove paper in ten parts,print,46.0,61.0,,False,False,"Property from a private collection, UK",1,,0,,0,12600.0,15120.0,GBP,12600.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2023-08/29/25264347-2-15.jpg,https://www.bonhams.com/auction/30527/lot/1/
bonhams_30527_2,2,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Etel Adnan,,,Al Nakhla,"ink on paper, framed",ink_on_paper,30.0,24.0,1999.0,True,True,Property from a private Lebanese collection.,1,,0,,0,2520.0,3780.0,GBP,5292.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2020-10/17/25016534-4-1.jpg,https://www.bonhams.com/auction/30527/lot/2/
bonhams_30527_3,3,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Lorna Selim,1928.0,2021.0,Architectural Composition II,oil on panel,oil_on_board,40.0,107.0,1966.0,True,True,"Property from the collection of the Artist's daughter
Thence by decent to the present owner
Saleroom notices",3,,0,,0,6300.0,8820.0,GBP,7560.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-04/25/25509837-2-1.jpg,https://www.bonhams.com/auction/30527/lot/3/
bonhams_30527_4,4,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Madiha Omar,1908.0,2005.0,The Cave,ink included with each email.,other,34.0,13.7,1959.0,True,True,"Property from the collection of the renowned architects Nizar Jawdat (1920-2017) and Ellen Jawdat (1921-2020), acquired directly from the artist,
thence by descent to the present owner",2,,0,,0,1890.0,3150.0,GBP,1890.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2021-10/02/25108315-13-1.jpg,https://www.bonhams.com/auction/30527/lot/4/
bonhams_30527_5,5,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Louay Kayyali,1934.0,1978.0,In Bianco,"oil on canvas, framed",oil_on_canvas,93.5,73.5,1964.0,True,True,"Property from a private collection, Switzerland
Thence by descent to the present owner
Acquired by they above from Galleria Cairola, Via della Spiga 30, Milano, 1964",3,,0,"Galleria D'Arte Cairola, Louai Kayyali, Milano, October 196",1,10080.0,15120.0,GBP,,,False,False,https://img1.bonhams.com/image?src=Images/live/2024-08/12/25540534-1-1.jpg,https://www.bonhams.com/auction/30527/lot/5/
bonhams_30527_6,6,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Omar El-Nagdi,1931.0,2019.0,The Red Dome,"oil on canvas, framed",oil_on_canvas,120.0,120.5,2008.0,True,True,"Property from a private collection, Cairo
""Omar El Nagdi uses the circle as a small point in the emptiness of the universe getting closer to it microscopically to see what it holds inside from words and secrets""
-Dr Eman Mohamed El Said , King Salmon International University
Illustrated:
Egyptian Government's official Ministry of Culture website, page 4
Published:
Youm7 newspaper article, , 23 March 2019
READ MORE",8,,0,,0,44100.0,69300.0,GBP,,,False,False,https://img1.bonhams.com/image?src=Images/live/2024-10/25/25577394-1-6.jpg,https://www.bonhams.com/auction/30527/lot/6/
bonhams_30527_7,7,bonhams_30527,The Modern & Contemporary Middle Eastern and South Asian Art Online Auction,2025-01-14,London,online,Omar El-Nagdi,1931.0,2019.0,Le Couple,"mixed media on paper, framed",mixed_media,48.5,34.0,2001.0,True,True,"The distinguished collection of an Egyptian scholar and author
Acquired directly from the artist
Then by descent to the present owner",3,,0,,0,4158.0,6300.0,GBP,3780.0,GBP,True,False,https://img1.bonhams.com/image?src=Images/live/2024-08/26/25554921-14-2.jpg,https://www.bonhams.com/auction/30527/lot/7/
