lot_id,lot_number,auction_id,auction_title,auction_date,auction_location,sale_type,artist_name,artist_birth_year,artist_death_year,title,medium_raw,medium_category,height_cm,width_cm,year_created,is_signed,is_dated,provenance_text,provenance_count,literature_text,literature_count,exhibited_text,exhibition_count,estimate_low_usd,estimate_high_usd,estimate_currency,hammer_price_usd,hammer_currency,is_sold,is_withdrawn,image_url,lot_url,auction_year,surface_area_cm2,estimate_avg,theme
-353527931,747,,South Asian Modern + Contemporary Art,2023-09-20,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled,,oil_on_canvas,120,120,,True,False,,0,,0,,0,100000.0,150000.0,USD,441000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6441547,2023,14400,125000.0,Other
-492499112,761,,South Asian Modern + Contemporary Art,2023-09-20,New York,live,SAYED HAIDER RAZA,1922,2016,Mont-Agel,,oil_on_canvas,120,120,,True,False,,0,,0,,0,200000.0,300000.0,USD,579600.0,USD,True,False,,https://www.christies.com/en/lot/lot-6441561,2023,14400,250000.0,Other
1508519558,768,,South Asian Modern + Contemporary Art,2023-09-20,New York,live,SAYED HAIDER RAZA,1922,2016,Utapatti,,acrylic_on_canvas,100,100,,True,False,,0,,0,,0,70000.0,90000.0,USD,151200.0,USD,True,False,,https://www.christies.com/en/lot/lot-6441568,2023,10000,80000.0,Other
-425518452,769,,South Asian Modern + Contemporary Art,2023-09-20,New York,live,SAYED HAIDER RAZA,1922,2016,Om,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,25000.0,35000.0,USD,50400.0,USD,True,False,,https://www.christies.com/en/lot/lot-6441569,2023,4900,30000.0,Other
-523209994,538,,South Asian Modern + Contemporary Art,2023-03-22,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled (Village dans un Paysage),,oil_on_canvas,120,120,,True,False,,0,,0,,0,200000.0,300000.0,USD,352800.0,USD,True,False,,https://www.christies.com/en/lot/lot-6416607,2023,14400,250000.0,Tapovan / Nature
1891655597,556,,South Asian Modern + Contemporary Art,2023-03-22,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled (Bindu),,oil_on_canvas,100,100,,True,False,,0,,0,,0,30000.0,50000.0,USD,201600.0,USD,True,False,,https://www.christies.com/en/lot/lot-6416625,2023,10000,40000.0,Bindu (Point)
8891959525,529,,South Asian Modern + Contemporary Art,2023-03-22,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled (Houses),,oil_on_canvas,120,120,,True,False,,0,,0,,0,150000.0,200000.0,USD,756000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6416598,2023,14400,175000.0,Other
3461384061,650,,South Asian Modern + Contemporary Art,2022-09-21,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled,,oil_on_canvas,100,100,,True,False,,0,,0,,0,120000.0,180000.0,USD,214200.0,USD,True,False,,https://www.christies.com/en/lot/lot-6388488,2022,10000,150000.0,Other
2536131504,651,,South Asian Modern + Contemporary Art,2022-09-21,New York,live,SAYED HAIDER RAZA,1922,2016,Ankuran,,oil_on_canvas,100,100,,True,False,,0,,0,,0,120000.0,180000.0,USD,277200.0,USD,True,False,,https://www.christies.com/en/lot/lot-6388489,2022,10000,150000.0,Other
-321320919,584,,Centering the Figure: South Asian Modern + Contemporary Art from the Collection of Romi Lamba,2022-09-21,New York,live,SAYED HAIDER RAZA,1922,2016,Bindu Nad,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,12000.0,18000.0,USD,25200.0,USD,True,False,,https://www.christies.com/en/lot/lot-6386704,2022,4900,15000.0,Bindu (Point)
-105489960,585,,Centering the Figure: South Asian Modern + Contemporary Art from the Collection of Romi Lamba,2022-09-21,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled (Bindu Five Elements),,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,25000.0,35000.0,USD,32760.0,USD,True,False,,https://www.christies.com/en/lot/lot-6386705,2022,4900,30000.0,Bindu (Point)
-126986501,617,,South Asian Modern + Contemporary Art,2022-09-21,New York,live,SAYED HAIDER RAZA,1922,2016,Oliviers,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,12000.0,18000.0,USD,40320.0,USD,True,False,,https://www.christies.com/en/lot/lot-6388455,2022,4900,15000.0,Other
-806496359,618,,South Asian Modern + Contemporary Art Including Works from the Collection of Mahinder and Sharad Tak,2022-03-23,New York,live,SAYED HAIDER RAZA,1922,2016,Prakrti (Cosmogony),,oil_on_canvas,150,150,,True,False,,0,,0,,0,400000.0,600000.0,USD,1033200.0,USD,True,False,,https://www.christies.com/en/lot/lot-6359076,2022,22500,500000.0,Other
-121653004,621,,South Asian Modern + Contemporary Art Including Works from the Collection of Mahinder and Sharad Tak,2022-03-23,New York,live,SAYED HAIDER RAZA,1922,2016,Tu,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,50000.0,70000.0,USD,94500.0,USD,True,False,,https://www.christies.com/en/lot/lot-6359079,2022,4900,60000.0,Other
-367773751,662,,South Asian Modern + Contemporary Art Including Works from the Collection of Mahinder and Sharad Tak,2022-03-23,New York,live,SAYED HAIDER RAZA,1922,2016,Village,,oil_on_canvas,100,100,,True,False,,0,,0,,0,180000.0,250000.0,USD,252000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6359120,2022,10000,215000.0,Tapovan / Nature
3939838909,670,,South Asian Modern + Contemporary Art Including Works from the Collection of Mahinder and Sharad Tak,2022-03-23,New York,live,SAYED HAIDER RAZA,1922,2016,Petite Lumiére,,oil_on_canvas,120,120,,True,False,,0,,0,,0,200000.0,300000.0,USD,390600.0,USD,True,False,,https://www.christies.com/en/lot/lot-6359128,2022,14400,250000.0,Other
1095081762,652,,South Asian Modern + Contemporary Art,2021-09-22,New York,live,SAYED HAIDER RAZA,1922,2016,Prakriti,,acrylic_on_canvas,100,100,,True,False,,0,,0,,0,80000.0,120000.0,USD,106250.0,USD,True,False,,https://www.christies.com/en/lot/lot-6334258,2021,10000,100000.0,Geometry / Abstraction
5837241448,635,,South Asian Modern + Contemporary Art,2021-09-22,New York,live,SAYED HAIDER RAZA,1922,2016,Paysage,,oil_on_canvas,100,100,,True,False,,0,,0,,0,150000.0,200000.0,USD,225000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6334241,2021,10000,175000.0,Tapovan / Nature
-473894587,651,,South Asian Modern + Contemporary Art,2021-09-22,New York,live,SAYED HAIDER RAZA,1922,2016,Bindu,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,10000.0,15000.0,USD,20000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6334257,2021,4900,12500.0,Bindu (Point)
-182590390,1032,,South Asian Modern + Contemporary Art Including Works by Benodebehari Mukherjee from the Mrinalini Mukherjee Foundation,2021-03-17,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,60000.0,80000.0,USD,100000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6307720,2021,4900,70000.0,Other
5629591030,1050,,South Asian Modern + Contemporary Art Including Works by Benodebehari Mukherjee from the Mrinalini Mukherjee Foundation,2021-03-17,New York,live,SAYED HAIDER RAZA,1922,2016,Encounter,,acrylic_on_canvas,100,100,,True,False,,0,,0,,0,120000.0,180000.0,USD,187500.0,USD,True,False,,https://www.christies.com/en/lot/lot-6307738,2021,10000,150000.0,Other
-203081350,509,,South Asian Modern + Contemporary Art ,2020-09-23,New York,live,SAYED HAIDER RAZA,1922,2016,Untitled,,acrylic_on_canvas,70,70,,True,False,,0,,0,,0,40000.0,60000.0,USD,62500.0,USD,True,False,,https://www.christies.com/en/lot/lot-6277035,2020,4900,50000.0,Other
-883107140,532,,South Asian Modern + Contemporary Art ,2020-09-23,New York,live,SAYED HAIDER RAZA,1922,2016,Candameric,,acrylic_on_canvas,100,100,,True,False,,0,,0,,0,150000.0,200000.0,USD,175000.0,USD,True,False,,https://www.christies.com/en/lot/lot-6277058,2020,10000,175000.0,Other
